,종목코드,코스닥 일별변동 표준편차,연간 수익률,1년_만기_국채수익률,코스닥 샤프지수
81,021650,3.5520904989100837,167.64705882352942,0.984,46.91971076600328
82,022100,3.3909087518053,98.64864864864865,0.984,28.801909988480983
83,022220,2.3753522045345514,51.95729537366548,0.984,21.45925782136955
84,023160,2.3752717001930757,36.64596273291926,0.984,15.013845670800713
85,023410,2.26752380997897,78.75,0.984,34.2955604954469
86,023440,2.75955323897154,92.71356783919597,0.984,33.24073134149162
87,023460,2.7490470912285145,102.97397769516729,0.984,37.100120263705364
88,023760,1.625050994783848,66.01466992665037,0.984,40.01761799192047
89,023770,4.257357094251638,34.41840886768626,0.984,7.853324991889924
90,023790,4.081417563857137,139.20704845814979,0.984,33.86643152667827
91,023900,3.0428762178221245,84.72222222222221,0.984,27.519431034285095
92,023910,2.1983853435035186,28.39506172839506,0.984,12.468724743547758
93,024060,3.829808891781436,43.280632411067195,0.984,11.044058230120436
94,024120,4.204873364716738,115.62156215621562,0.984,27.26302369011729
95,024740,5.1084802010752846,86.7579908675799,0.984,16.79051058072523
96,024800,2.914814886688495,93.51351351351352,0.984,31.744559126578288
97,024810,6.176902390245554,60.195035460992905,0.984,9.585878441999963
98,024840,2.959545278288502,131.5470171890799,0.984,44.11590461105707
99,024850,5.1890719372804694,123.99445214979194,0.984,23.705674856043768
100,024880,3.3150220748784345,57.70609318996416,0.984,17.110623069393654
101,024910,3.9877790682217387,302.11267605633805,0.984,75.51287844805798
102,024940,4.888850081849238,214.97005988023955,0.984,43.77022332402919
103,025320,4.9809331571589315,45.45454545454545,0.984,8.92815543822936
104,025440,5.430599260518051,85.65400843881856,0.984,15.591282725350922
105,025550,3.2180022760822125,69.58637469586375,0.984,21.31831142748114
106,025770,2.964218179494903,28.194444444444443,0.984,9.17963617950722
107,025870,5.154012689876823,146.8354430379747,0.984,28.298619311599023
108,025880,3.8396094401963343,198.0456026058632,0.984,51.32334568793712
109,025900,4.427862180279418,285.4901960784314,0.984,64.25362499888779
110,025950,7.357542793894903,765.5030800821355,0.984,103.90956620959288
111,025980,3.759008114456042,22.479338842975206,0.984,5.7183539349942984
112,026040,2.738175460070001,13.94736842105263,0.984,4.734308889292735
113,026150,3.7622904025079436,97.87885414388803,0.984,25.75421984419329
114,026910,2.745662438965515,82.83433133732535,0.984,29.810777237483048
115,027050,3.205140962851057,11.826697892271664,0.984,3.3829082770284145
116,027360,4.620381803786828,512.5,0.984,110.70859979163747
117,027710,3.989509575035052,141.50058616647127,0.984,35.221518716429365
118,027830,4.301771084712887,180.86642599277977,0.984,41.81589918441363
119,028080,4.049283356817719,64.8590021691974,0.984,15.774396736561295
120,028300,4.467619144488914,-3.0361202323819145,0.984,-0.8998350357015062
121,029480,6.559799374774397,16.820702402957487,0.984,2.4142052977804886
122,029960,2.2380681127806623,15.038560411311053,0.984,6.279773314784921
123,030190,2.9079184125322084,98.046875,0.984,33.37881646943385
124,030350,4.296172915081174,29.705882352941178,0.984,6.685457713332866
125,030520,3.2116492465699698,99.77426636568849,0.984,30.759979929687578
126,030530,3.084255281813809,76.03195739014647,0.984,24.33260237330672
127,030960,3.1380143395450864,46.65841584158416,0.984,14.555196662423638
128,031310,3.0537903508674797,52.666666666666664,0.984,16.924104384567638
129,031330,2.176958999628891,54.51977401129944,0.984,24.591999215614877
130,031510,4.579614546741971,177.51004016064257,0.984,38.546047567742725
131,031860,4.948620888683316,-20.78239608801956,0.984,-4.39847718741109
132,031980,1.7592269987117202,36.62207357859531,0.984,20.257802776272207
133,032080,2.894120495590667,76.36986301369863,0.984,26.04793515976707
134,032190,3.6857026393229946,106.78513731825525,0.984,28.705825638090342
135,032300,107.70849445067194,,0.984,
136,032500,2.599908427377069,18.065693430656935,0.984,6.570113489685438
137,032540,2.1827553687647008,43.646408839779006,0.984,19.545208524179777
138,032580,4.153636042721476,64.13043478260869,0.984,15.20268847176965
139,032620,4.401253702323424,83.74558303886926,0.984,18.804092796372856
140,032685,4.4581057440621645,,0.984,
141,032685,6.364969409798928,,0.984,
142,032790,0.0,0.0,0.984,-inf
143,032800,4.34456370914824,-3.8679245283018866,0.984,-1.1167806143768382
144,032820,4.666268715491807,85.23676880222841,0.984,18.055704448077098
145,032860,6.20862293245038,386.3362667901806,0.984,62.067268536485635
146,032940,2.797198427513295,125.0,0.984,44.33578925977377
147,032960,2.8293474323569714,48.142201834862384,0.984,16.667518911093048
148,033050,3.1902086000596683,-25.872093023255815,0.984,-8.418287450780966
149,033100,2.4789681576808564,40.1766004415011,0.984,15.810045933856152
150,033160,3.247937008432667,98.76325088339223,0.984,30.105033019275474
151,033170,4.420879626075869,106.21931260229131,0.984,23.80415697852917
152,033230,3.726532758067433,-6.140350877192982,0.984,-1.9117907555675548
153,033290,2.0686862124111762,35.44165757906216,0.984,16.656783117870603
154,033310,6.017010738413432,691.5597569209992,0.984,114.77057079394386
155,033320,4.668113826442367,159.90338164251207,0.984,34.043596097061474
156,033340,2.841730169144199,-55.57894736842105,0.984,-19.904404711815147
157,033500,2.750977636479379,118.11023622047243,0.984,42.576222600765
158,033540,5.3523045155444,56.41025641025641,0.984,10.355587252049096
159,033640,3.014830798006429,31.07638888888889,0.984,9.981451996837642
160,033790,0.0,0.0,0.984,-inf
161,033830,3.938620784169452,72.02380952380952,0.984,18.036722349442915
162,034230,2.953315325535895,37.03703703703704,0.984,12.207649053016382
163,034810,3.413538709800065,100.13871374527112,0.984,29.04748478773769
164,034940,4.103371828241184,33.70253164556962,0.984,7.973572226720108
165,034950,1.6781124290979665,48.65771812080537,0.984,28.409132364528972
166,035080,4.892182116653835,267.1698113207547,0.984,54.410446090020265
167,035200,4.071552981092328,101.67714884696018,0.984,24.73089489798213
168,035290,0.0,0.0,0.984,-inf
169,035460,3.264805340393347,45.024875621890544,0.984,13.489586983028047
170,035600,2.5861566863087972,8.264462809917356,0.984,2.815166941918244
171,035610,4.5520015305665575,272.03065134099614,0.984,59.54449916611974
172,035760,2.563626319112473,45.05606523955148,0.984,17.191298478636785
173,035810,4.884248579811799,26.925192519251922,0.984,5.311194157167876
174,035900,3.2239540628454466,105.18731988472622,0.984,32.321589530576894
175,036000,3.174027015843379,44.743276283618584,0.984,13.786674172964211
176,036010,3.3853636084162044,85.35911602209944,0.984,24.923501810067954
177,036030,5.709718490845611,152.22222222222223,0.984,26.487859684273822
178,036090,5.5159245060189726,286.9047619047619,0.984,51.83551036508303
179,036120,4.946740228982387,147.0899470899471,0.984,29.535803443635263
180,036170,4.315621109849159,-0.7092198581560284,0.984,-0.3923467364388739
181,036180,0.0,0.0,0.984,-inf
182,036190,1.2776565619980855,21.881390593047033,0.984,16.35603120166055
183,036200,3.339945367467527,199.65156794425087,0.984,59.482280722120954
184,036480,4.129640475044229,78.24074074074075,0.984,18.707861182495147
185,036540,3.755078091828676,67.77777777777779,0.984,17.787586874192026
186,036560,2.3244992090827443,42.63431542461005,0.984,17.917973584101762
187,036620,2.6842981518299633,50.43478260869565,0.984,18.422239189407343
188,036640,4.094636720363503,219.34604904632153,0.984,53.3287966574325
189,036670,1.7181585721375012,25.526315789473685,0.984,14.284080752186593
190,036690,3.7828732331536465,134.49959316517496,0.984,35.29475743332476
191,036710,3.5542332859654215,145.97156398104266,0.984,40.79292278128004
192,036800,2.309088578141495,35.07625272331155,0.984,14.764376319747427
193,036810,4.818326146962379,350.6369426751593,0.984,72.56730491263886
194,036830,3.7604471437755085,43.963058535922855,0.984,11.429241495140829
195,036890,4.253415924544016,220.41884816753927,0.984,51.5902634636098
196,036930,3.335244274518286,137.791932059448,0.984,41.01886422673114
197,037030,4.2136151423128405,125.95978062157221,0.984,29.659989439133586
198,037070,3.8171580560146046,200.61349693251535,0.984,52.29793841467055
199,037230,5.709833997019573,171.86629526462397,0.984,29.927716874750008
200,037330,4.000765197973593,158.77862595419847,0.984,39.44111142391515
201,037370,3.6317832176978286,79.78395061728395,0.984,21.697316688201145
202,037400,4.210187634235824,249.7506234413965,0.984,59.08682582659982
203,037440,1.5087952923832821,33.943661971830984,0.984,21.845019094517546
204,037760,3.1032157183592974,30.175438596491226,0.984,9.406835117451983
205,037950,2.686105182324824,-15.217391304347828,0.984,-6.031555060076063
206,038010,5.790401256730801,205.96491228070178,0.984,35.400122235472125
207,038110,3.6587147401194504,217.9089026915114,0.984,59.289919575536295
208,038340,5.297454280427553,-85.828025477707,0.984,-16.38749876491628
209,038530,6.218186054954063,-44.66230936819172,0.984,-7.340775744692467
210,038620,2.8859341703300694,96.81908548707754,0.984,33.207647794723165
211,038680,2.6066385533108742,60.21276595744681,0.984,22.722278039744406
212,038870,4.9442491193761695,153.3132530120482,0.984,30.809380622647108
213,038880,5.472011706328777,339.57703927492446,0.984,61.877250533531786
214,038950,3.576977006711264,99.68102073365232,0.984,27.59229946082212
215,039010,2.404512699350004,110.42830540037242,0.984,45.51621017845228
216,039020,3.813942197751547,120.37037037037037,0.984,31.302616605137025
217,039030,3.321589977029268,102.73504273504273,0.984,30.633233914694628
218,039200,4.294034928556483,93.93101367658889,0.984,21.645611929811363
219,039240,2.3222362359742528,121.82539682539681,0.984,52.03665111818392
220,039290,4.990035983388869,76.51515151515152,0.984,15.136394159598078
221,039340,2.8668261984367547,79.27461139896373,0.984,27.3091586234473
222,039420,3.4208783345866807,113.43283582089552,0.984,32.87133444179677
