회사명,거래소코드,회계년도,종가
에이티넘인베스트먼트,021080,2021/03/31,3705
에이티세미콘,089530,2021/03/31,358
에이팩트,200470,2021/03/31,6480
에이팸,073070,2021/03/31,2035
에이프로,262260,2021/03/31,37750
에이프로젠보통주,007460,2021/03/31,2080
에이프로젠제약보통주,003060,2021/03/31,1170
에이프로젠헬스케어앤게임즈,109960,2021/03/31,708
에이플러스에셋보통주,244920,2021/03/31,8700
에이피시스템,265520,2021/03/31,28650
에이피에스홀딩스,054620,2021/03/31,9700
에이피위성,211270,2021/03/31,15700
에이피티씨,089970,2021/03/31,23750
에치에프알,230240,2021/03/31,24250
에코마케팅,230360,2021/03/31,26300
에코바이오홀딩스,038870,2021/03/31,8410
에코캡,128540,2021/03/31,4195
에코프로,086520,2021/03/31,57200
에코프로비엠,247540,2021/03/31,163000
에코플라스틱,038110,2021/03/31,3340
에프알텍,073540,2021/03/31,4870
에프앤가이드,064850,2021/03/31,12500
에프앤리퍼블릭,064090,2021/03/31,315
에프에스엔,214270,2021/03/31,1300
에프에스티,036810,2021/03/31,28300
에프엔씨엔터테인먼트,173940,2021/03/31,6010
에프엔에스테크,083500,2021/03/31,12200
엑사이엔씨,054940,2021/03/31,1585
엑서지21,043090,2021/03/31,2105
엑세스바이오,950130,2021/03/31,13050
엑셈,205100,2021/03/31,4710
엑스큐어,070300,2021/03/31,4810
엑시콘,092870,2021/03/31,14100
엔바이오니아,317870,2021/03/31,9600
엔브이에이치코리아,067570,2021/03/31,5200
엔비티,236810,2021/03/31,24250
엔시트론,101400,2021/03/31,890
엔씨소프트보통주,036570,2021/03/31,873000
엔에스,217820,2021/03/31,10300
엔에스쇼핑보통주,138250,2021/03/31,11700
엔에스엔,031860,2021/03/31,1620
엔에이치기업인수목적13호,310840,2021/03/31,2100
엔에이치엔벅스,104200,2021/03/31,6550
엔에이치엔한국사이버결제,060250,2021/03/31,50100
엔에이치투자증권보통주,005940,2021/03/31,11650
엔에프씨,265740,2021/03/31,17800
엔이능률,053290,2021/03/31,12000
엔젠바이오,354200,2021/03/31,16500
엔지스테크널러지,208860,2021/03/31,3775
엔지켐생명과학,183490,2021/03/31,121500
엔케이 보통주,085310,2021/03/31,1390
엔케이맥스,182400,2021/03/31,18000
엔텔스,069410,2021/03/31,8200
엔투텍,227950,2021/03/31,1890
엔피,291230,2021/03/31,2180
엔피디,198080,2021/03/31,3890
엔피케이,048830,2021/03/31,1920
엘디티,096870,2021/03/31,4285
엘브이엠씨홀딩스보통주,900140,2021/03/31,4000
엘비세미콘,061970,2021/03/31,13750
엘아이에스,138690,2021/03/31,5530
엘앤씨바이오,290650,2021/03/31,33400
엘앤에프,066970,2021/03/31,78400
엘앤케이바이오메드,156100,2021/03/31,36850
엘에스전선아시아보통주,229640,2021/03/31,7820
엘엑스세미콘,108320,2021/03/31,75600
엘엑스하우시스보통주,108670,2021/03/31,85000
엘엠에스,073110,2021/03/31,10500
엘오티베큠,083310,2021/03/31,16600
엘지헬로비전보통주,037560,2021/03/31,4920
엘컴텍,037950,2021/03/31,1365
엘티씨,170920,2021/03/31,13150
엠게임,058630,2021/03/31,9240
엠벤처투자,019590,2021/03/31,1175
엠씨넥스,097520,2021/03/31,55500
엠아이텍,179290,2021/03/31,4410
엠에스씨,009780,2021/03/31,4940
엠에스오토텍,123040,2021/03/31,7190
엠에프엠코리아,323230,2021/03/31,2100
엠케이전자,033160,2021/03/31,11250
엠투아이코퍼레이션,347890,2021/03/31,9940
엠투엔,033310,2021/03/31,14800
엠플러스,259630,2021/03/31,13500
엠피대산,065150,2021/03/31,895
엠피씨플러스,050540,2021/03/31,282
연우,115960,2021/03/31,27000
연이비앤티,090740,2021/03/31,4835
영림원소프트랩,060850,2021/03/31,13150
영보화학보통주,014440,2021/03/31,4180
영신금속공업,007530,2021/03/31,3615
영우디에스피,143540,2021/03/31,2230
영원무역보통주,111770,2021/03/31,40000
영원무역홀딩스보통주,009970,2021/03/31,43300
영진약품보통주,003520,2021/03/31,6140
영풍보통주,000670,2021/03/31,582000
영풍정밀,036560,2021/03/31,8230
영풍제지보통주,006740,2021/03/31,7030
영화금속보통주,012280,2021/03/31,1905
영화테크,265560,2021/03/31,21150
영흥보통주,012160,2021/03/31,1150
예림당,036000,2021/03/31,2960
예선테크,250930,2021/03/31,2585
예스이십사,053280,2021/03/31,15450
예스코홀딩스보통주,015360,2021/03/31,33700
예스티,122640,2021/03/31,14500
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2021/03/31,609
오공,045060,2021/03/31,4875
오디텍,080520,2021/03/31,7430
오뚜기보통주,007310,2021/03/31,570000
오로라월드,039830,2021/03/31,10050
오로스테크놀로지,322310,2021/03/31,45000
오르비텍,046120,2021/03/31,7800
오리엔탈정공,014940,2021/03/31,3790
오리엔트바이오보통주,002630,2021/03/31,1580
오리엔트정공,065500,2021/03/31,1160
오리온보통주,271560,2021/03/31,131000
오리온홀딩스보통주,001800,2021/03/31,14250
오리콤,010470,2021/03/31,5880
오상자이엘,053980,2021/03/31,6550
오성첨단소재,052420,2021/03/31,4355
오션브릿지,241790,2021/03/31,16600
오스코텍,039200,2021/03/31,39950
오스템,031510,2021/03/31,3455
오스템임플란트,048260,2021/03/31,85000
오이솔루션,138080,2021/03/31,46350
오킨스전자,080580,2021/03/31,29650
오텍,067170,2021/03/31,13200
오파스넷,173130,2021/03/31,4680
오픈베이스,049480,2021/03/31,2920
오하임아이엔티,309930,2021/03/31,3180
올리패스,244460,2021/03/31,9270
올릭스,226950,2021/03/31,39150
옴니시스템,057540,2021/03/31,2140
옵투스제약,131030,2021/03/31,7940
옵트론텍,082210,2021/03/31,9050
옵티시스,109080,2021/03/31,9360
옵티팜,153710,2021/03/31,10550
와이더블유,051390,2021/03/31,4710
와이더플래닛,321820,2021/03/31,25000
와이비엠넷,057030,2021/03/31,7210
와이솔,122990,2021/03/31,12950
와이아이케이,232140,2021/03/31,6590
와이어블,065530,2021/03/31,4655
와이엔텍,067900,2021/03/31,17500
와이엠씨,155650,2021/03/31,9400
와이엠티,251370,2021/03/31,20450
와이오엠,066430,2021/03/31,2395
와이제이엠게임즈,193250,2021/03/31,2200
와이즈버즈,273060,2021/03/31,1745
와이지-원,019210,2021/03/31,8010
와이지엔터테인먼트,122870,2021/03/31,44500
와이지플러스보통주,037270,2021/03/31,5540
와이투솔루션보통주,011690,2021/03/31,2440
와이티엔,040300,2021/03/31,3950
와이팜,332570,2021/03/31,10350
와토스 코리아,079000,2021/03/31,7920
우리금융지주보통주,316140,2021/03/31,10100
우리금융캐피탈보통주,033660,2021/03/31,10850
우리기술,032820,2021/03/31,1330
우리기술투자,041190,2021/03/31,9650
우리넷,115440,2021/03/31,8610
우리로,046970,2021/03/31,1910
우리바이오,082850,2021/03/31,4230
우리산업,215360,2021/03/31,25400
우리산업홀딩스,072470,2021/03/31,5320
우리손에프앤지 농업회사법인,073560,2021/03/31,2385
우리엔터프라이즈,037400,2021/03/31,2805
우리이앤엘,153490,2021/03/31,1330
우리종합금융보통주,010050,2021/03/31,688
우림피티에스,101170,2021/03/31,4535
우성보통주,006980,2021/03/31,4085
우수AMS,066590,2021/03/31,6250
우신시스템보통주,017370,2021/03/31,5800
우양,103840,2021/03/31,6490
우원개발,046940,2021/03/31,7160
우정바이오,215380,2021/03/31,6210
우주일렉트로닉스,065680,2021/03/31,27850
우진보통주,105840,2021/03/31,4770
우진비앤지,018620,2021/03/31,2740
우진아이엔에스보통주,010400,2021/03/31,7870
우진플라임 보통주,049800,2021/03/31,7230
웅진보통주,016880,2021/03/31,2910
웅진씽크빅 보통주,095720,2021/03/31,3310
원림보통주,005820,2021/03/31,22400
원바이오젠,307280,2021/03/31,2595
원방테크,053080,2021/03/31,45300
원익,032940,2021/03/31,5400
원익머트리얼즈,104830,2021/03/31,37900
원익아이피에스,240810,2021/03/31,51700
원익큐브,014190,2021/03/31,4635
원익큐엔씨,074600,2021/03/31,23950
원익피앤이,131390,2021/03/31,20850
원익홀딩스,030530,2021/03/31,6610
원일특강,012620,2021/03/31,10650
원텍,336570,2021/03/31,2090
원풍,008370,2021/03/31,6110
원풍물산,008290,2021/03/31,2000
월덱스,101160,2021/03/31,24850
웨이버스,336060,2021/03/31,2085
웨이브일렉트로닉스,095270,2021/03/31,4100
웰바이오텍보통주,010600,2021/03/31,2825
웰크론,065950,2021/03/31,4980
인지컨트롤스보통주,023800,2021/03/31,14500
인팩보통주,023810,2021/03/31,6890
코웨이보통주,021240,2021/03/31,65500
